Id,ParentId,UUID,SomeString,SomeUrl,SomeEmail,SomeLat,SomeLon,SomeInt,SomeReal,SomeDate,SomeBoolean,SomeCountry,MixedStringNumber
428,,,,http://www.google.com,,-15.66080543,-137.5247565,,268.0174485,,true,RU,21
429,80,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,test1@test.com,87.85072519,129.8697176,1496,3573.247527,,false,RU,test-string
430,35,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,test1@test.com,-74.96576531,23.88064572,8837,8695.726391,,false,RU,24
431,1,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,foo@bar.com,36.15740842,31.26012335,9550,5678.433925,,true,RU,17
432,,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,test1@test.com,-67.78095528,-12.04230945,,6569.699243,,false,RU,29
433,15,,abcdef,https://www.kaggle.com,,-48.6723683,131.1454156,6076,6469.002234,,,RU,24
434,54,,abcdef,https://www.kaggle.com,foo@bar.com,68.34944044,-170.0220118,940,1379.186786,,true,RU,
435,,,abcdef,http://www.google.com,foo@bar.com,-6.873953591,161.9791732,2100,3635.260593,,true,RU,0.1101310144
436,57,,,https://www.kaggle.com,test1@test.com,-76.93227507,-134.7342153,6892,9331.152457,,,RU,19
437,,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,foo@bar.com,-4.341336803,-102.5801852,1691,7567.338803,,true,RU,test-string
438,37,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,foo@bar.com,32.89217723,47.31089756,643,6304.017505,,false,,42
439,91,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,test1@test.com,25.50084369,73.20946822,9542,2908.390414,,false,,0.911748219
440,32,,,https://www.kaggle.com,test1@test.com,-71.51576505,132.7264912,5773,3956.518392,,true,,test-string
441,,,,https://www.kaggle.com,foo@bar.com,-2.613289815,-77.98438189,3016,1993.367906,,true,,
442,,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,test1@test.com,21.23907435,79.86654683,5520,,,,,9
443,58,,abcdef,https://www.kaggle.com,test1@test.com,-78.67711025,-126.128184,3592,1133.4707,,false,,42
444,99,,,,foo@bar.com,-26.75664752,-122.9806466,8284,5896.824129,,true,,25
445,,,abcdef,https://www.kaggle.com,test1@test.com,-59.99655685,-140.1445786,5171,5880.010055,,true,,0.06138353806
446,,,abcdef,http://www.google.com,test1@test.com,9.791675773,-132.2053173,3022,6061.077199,,false,,1
447,,,abcdef,https://www.kaggle.com,test1@test.com,3.385287971,133.8036337,2424,,,true,,test-string
448,,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,foo@bar.com,-68.76470303,22.12197732,,9250.638515,,false,,test-string
449,9,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,foo@bar.com,,150.8222795,722,8779.844217,,,,0.4077729093
450,2,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,test1@test.com,71.71216319,66.69434381,1944,,,false,,44
451,,,,http://www.google.com,test1@test.com,65.3135477,-82.08245044,5609,9391.30678,,true,,9
452,63,,abcdef,https://www.kaggle.com,foo@bar.com,,63.18918939,538,4257.751429,,false,,22
453,,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,test1@test.com,-85.45805052,79.88648314,,5234.512434,,true,,0.1233801371
454,64,,abcdef,,test1@test.com,86.79059209,,5634,9544.569537,,false,,37
455,90,,,http://www.google.com,,-31.64388659,111.1595945,8810,,,true,,0.03403973897
456,73,,,http://www.google.com,foo@bar.com,-75.06399468,175.6703562,1023,7762.842661,,true,,0.1681415475
457,,,abcdef,https://www.kaggle.com,foo@bar.com,-4.998050696,-130.1119877,998,1761.135775,,false,,0.4580707579
458,69,,,https://www.kaggle.com,,-4.65980252,139.904856,6876,3090.087797,,false,,41
459,71,,abcdef,https://www.kaggle.com,test1@test.com,-79.25887527,,,2549.972689,,,,30
460,71,,abcdef,https://www.kaggle.com,foo@bar.com,-68.7954343,143.6220759,,9766.552609,,false,,0.7613827954
461,15,123e4567-e89b-12d3-a456-426655440000,abcdef,,,-31.95622385,144.9501473,2126,6143.082052,,false,,test-string
462,83,,,https://www.kaggle.com,foo@bar.com,-34.3443019,100.4829473,2145,1996.971318,,true,,27
463,20,,,http://www.google.com,test1@test.com,14.43045875,20.16870175,1814,5920.362427,,true,,
464,,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,test1@test.com,81.03438901,122.9435016,2129,7446.026175,,false,,0.7626895759
465,,,abcdef,http://www.google.com,foo@bar.com,,-101.721373,2989,,,false,,0.2412753313
466,,,,https://www.kaggle.com,test1@test.com,-26.69098034,,8249,4333.329258,,false,,34
467,,,,https://www.kaggle.com,test1@test.com,80.35771987,-147.1682329,,5369.060451,,false,,5
468,96,,abcdef,https://www.kaggle.com,foo@bar.com,83.73636162,21.83797963,864,6955.360345,,true,,
469,16,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,test1@test.com,-70.47861867,100.9254251,6527,6334.30127,,,,0.2005748914
470,10,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,test1@test.com,-30.49640652,147.6244257,2893,3228.100838,,true,,0.1873517397
471,77,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,foo@bar.com,-35.17565861,107.6036031,9026,9120.082319,,false,,0.8921791829
472,62,123e4567-e89b-12d3-a456-426655440000,abcdef,,test1@test.com,-45.42059361,-49.95483274,5959,9290.724791,,true,,0.3742167685
473,64,,abcdef,http://www.google.com,test1@test.com,-83.70116781,92.82091483,3701,5287.846273,,true,,0.2274496562
474,91,,,http://www.google.com,foo@bar.com,-44.37306333,-7.274697781,2517,7607.84866,,,,0.488931466
475,,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,foo@bar.com,23.69892232,-84.22578664,633,8740.809348,,true,,0.5579037126
476,,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,,-42.90201259,-54.82052705,7618,3210.736898,,true,,0.2597337161
477,59,,abcdef,http://www.google.com,foo@bar.com,19.65014683,88.2316741,2927,9247.169721,,false,,0.4356826317
478,99,,abcdef,http://www.google.com,,62.24371759,,3952,7738.735478,,,,0.3428360753
479,17,,abcdef,http://www.google.com,foo@bar.com,-81.86538276,-132.5660235,3873,9843.465815,,false,,0.7080999013
480,,123e4567-e89b-12d3-a456-426655440000,,,test1@test.com,,-164.5498871,1968,6624.436085,,true,,0.495983945
481,16,,abcdef,http://www.google.com,test1@test.com,-58.57912264,-174.1529078,6743,5768.650915,,false,,test-string
482,7,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,foo@bar.com,17.23015963,124.7627051,7563,9843.618929,,false,,28
483,,,,,test1@test.com,-72.90024642,97.84287385,1998,9569.804848,,true,,0.4636797478
484,,,abcdef,https://www.kaggle.com,test1@test.com,69.0621122,-60.55800497,4201,9290.544934,,,,
485,,,,http://www.google.com,foo@bar.com,-0.3964256969,-113.0611528,6305,9724.962362,,false,,test-string
486,62,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,test1@test.com,45.30418141,143.4036385,813,96.33975186,,true,,19
487,,,,https://www.kaggle.com,test1@test.com,-77.43614734,148.721281,7891,5899.393416,,false,,test-string
488,81,,,http://www.google.com,foo@bar.com,50.97622658,23.41449134,557,451.9737855,,true,,0.6061828456
489,34,,,http://www.google.com,foo@bar.com,14.80168351,-119.5233893,,9263.182623,,false,,0.852472947
490,,,abcdef,http://www.google.com,test1@test.com,88.79159951,101.6059176,924,6592.002984,,false,,0.5417832466
491,,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,foo@bar.com,59.4281835,81.8959723,3595,2169.896423,,true,,33
492,95,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,foo@bar.com,11.26757858,-67.85719158,3277,8151.035212,,true,,test-string
493,,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,foo@bar.com,33.2230937,23.88083776,2784,6298.918989,,false,,
494,81,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,test1@test.com,-10.26993942,111.9520643,,1423.676473,,false,,test-string
495,18,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,foo@bar.com,-8.460144985,-163.7493095,9864,3825.672346,,false,,0.8350804363
496,,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,foo@bar.com,17.62415383,24.85206192,2720,3041.887229,,true,,18
497,89,,abcdef,http://www.google.com,foo@bar.com,-73.23035858,-2.354797833,441,3838.110869,,false,,4
498,56,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,foo@bar.com,3.244190282,-78.79003466,2694,4496.800924,,false,,14
499,,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,test1@test.com,-53.025877,-24.52854199,6104,1965.48233,,false,,28
500,,,abcdef,http://www.google.com,foo@bar.com,-88.46526661,,8013,,,false,,45
501,,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,foo@bar.com,45.81981768,65.0892972,1717,2600.630462,,false,,14
502,,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,foo@bar.com,-83.06900501,133.2821469,138,2354.63939,,false,,13
503,,,,http://www.google.com,foo@bar.com,-89.20858464,163.5161774,7650,3649.383069,,true,,10
504,,,abcdef,https://www.kaggle.com,test1@test.com,,-130.2358979,12,5350.240177,,false,,0.2046632555
505,,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,test1@test.com,55.98552494,86.58531376,9192,9426.250688,,false,,
506,62,,,https://www.kaggle.com,foo@bar.com,53.99284673,-2.804099963,1334,9453.536456,,true,,0.44334889
507,88,,abcdef,https://www.kaggle.com,foo@bar.com,54.51578083,,4755,1796.653471,,false,,0.2353749834
508,,123e4567-e89b-12d3-a456-426655440000,abcdef,,test1@test.com,8.035848013,-89.15667043,1946,7374.694909,,true,,0.8127815543
509,62,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,test1@test.com,,-159.4705014,1112,4681.946132,,true,,0.3127131305
510,,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,test1@test.com,,-44.16030214,1986,553.3870777,,false,,0.9611811212
511,16,,,http://www.google.com,foo@bar.com,84.63811179,-146.2211645,1600,6942.680685,,false,,0.43885324
512,1,,,https://www.kaggle.com,foo@bar.com,87.46415552,-132.4085567,3493,5314.964556,,false,,10
513,,,abcdef,http://www.google.com,test1@test.com,39.40780164,84.66177872,4377,7577.022037,,false,,0.3479980135
514,30,,abcdef,http://www.google.com,test1@test.com,12.77602843,,4011,9687.495848,,false,,8
515,43,,,https://www.kaggle.com,test1@test.com,,,8137,4248.171314,,true,,0.5037651132
516,91,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,test1@test.com,62.08754301,30.8376222,4490,,,,,11
517,,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,test1@test.com,82.80712352,49.80634773,,8634.759404,,true,,28
518,,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,,-5.48783574,,8768,,,true,,24
519,,,abcdef,,test1@test.com,10.22043686,-89.25541373,6616,4200.037096,,true,,36
520,80,,,https://www.kaggle.com,foo@bar.com,-88.21627473,-74.05147973,6696,4083.863266,,,,0.2427887796
521,,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,foo@bar.com,19.96364743,,583,8469.213332,,false,,0.9357199476
522,,,abcdef,http://www.google.com,test1@test.com,75.7320375,66.14933347,3934,8364.658948,,true,,4
523,,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,test1@test.com,56.00630752,-63.67953541,3048,8791.95129,,false,,
524,,,abcdef,https://www.kaggle.com,foo@bar.com,4.014839348,-169.4086896,8800,4910.057048,,false,,test-string
525,69,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,test1@test.com,10.20905794,145.5959817,6398,5317.939584,,false,,0.1465144195
526,,,abcdef,https://www.kaggle.com,foo@bar.com,-43.60947455,169.1378942,6180,8700.483478,,true,,0.007569726698
527,,123e4567-e89b-12d3-a456-426655440000,abcdef,,test1@test.com,20.71478079,73.63510577,9802,4429.908677,,false,,5
528,,,,https://www.kaggle.com,,-52.64282507,,9524,7656.893086,,false,,15
529,25,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,test1@test.com,-44.01011153,143.7298729,4711,1108.51796,,true,,0.6144683897
530,,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,test1@test.com,-32.34538404,-74.18191361,5260,631.3807428,,true,,
531,60,,abcdef,https://www.kaggle.com,test1@test.com,34.33766489,169.908693,50,9353.788096,,true,,7
532,,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,foo@bar.com,-47.99597659,-6.036800554,,3659.416347,,,,6
533,75,,,http://www.google.com,,-26.91649035,-130.7633231,4925,6310.683089,,true,,test-string
534,,,,http://www.google.com,test1@test.com,-80.92067555,-134.7043128,2742,3772.146673,,true,,test-string
535,,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,foo@bar.com,1.280458009,141.0278985,5858,599.5776006,,false,,test-string
536,3,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,foo@bar.com,71.63519977,2.023218782,,,,false,,test-string
537,1,,,http://www.google.com,foo@bar.com,-19.83912327,-26.61029832,6455,2340.670993,,true,,37
538,60,,,http://www.google.com,,47.49899744,,6191,3394.875661,,false,,42
539,50,,,http://www.google.com,,-48.15096908,-28.36373081,7869,5967.99345,,false,,test-string
540,,,abcdef,http://www.google.com,foo@bar.com,-75.95011268,-74.07553363,9689,1302.900063,,false,,0.7106282229
541,61,,,https://www.kaggle.com,foo@bar.com,45.40048008,-5.890995185,4918,9640.294427,,true,,21
542,51,,,https://www.kaggle.com,foo@bar.com,82.4605929,150.7026651,8495,5196.011811,,true,,
543,87,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,foo@bar.com,24.53054488,-57.32790662,6194,8633.867399,,true,,34
544,70,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,,-87.76589738,-16.87065988,873,3620.288209,,true,,39
545,,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,test1@test.com,86.9815234,159.933142,7052,7113.200634,,false,,0.6387926032
546,,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,test1@test.com,85.2186719,-130.0150581,1668,3094.499311,,false,,0.6097873384
547,,,abcdef,https://www.kaggle.com,test1@test.com,-50.69585983,71.81665261,5671,4001.930123,,true,,36
548,,,abcdef,https://www.kaggle.com,test1@test.com,-65.53042984,4.925760662,2485,9663.581764,,false,,0.7114213043
549,,123e4567-e89b-12d3-a456-426655440000,,,test1@test.com,-42.55918572,-117.5155027,4236,9266.76208,,true,,45
550,,,,,,-42.42114939,-53.90115799,4063,649.1094123,,false,,19
551,,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,foo@bar.com,-52.32250583,-60.08096077,4935,3278.299092,,false,,17
552,28,,,https://www.kaggle.com,foo@bar.com,54.81916451,-86.58905992,7549,819.3434776,,false,,
553,,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,,-55.06674831,26.08727189,5996,438.5987634,,true,,
554,,,,https://www.kaggle.com,test1@test.com,13.09829528,-123.4789637,9211,8167.930505,,false,,0.3472101617
555,,,abcdef,https://www.kaggle.com,,-85.83303228,-86.28067349,7226,5377.599868,,true,,0.2802971541
556,63,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,foo@bar.com,56.93942282,,4273,3498.803634,,true,,33
557,65,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,test1@test.com,-58.96335603,-66.40995559,,9914.08981,,true,,34
558,,,,https://www.kaggle.com,foo@bar.com,39.15539088,-74.13784985,6891,8813.390868,,false,,0.871606961
559,,,,http://www.google.com,foo@bar.com,-78.77070783,129.9779468,,9142.929483,,false,,12
560,3,,abcdef,http://www.google.com,,,-33.39175366,456,8894.71396,,false,,35
561,,,,https://www.kaggle.com,foo@bar.com,43.4655858,-41.13977978,8380,9260.591724,,true,,0.1181102467
562,73,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,foo@bar.com,-45.33040861,172.5775365,5112,8666.307577,,false,,26
563,,,abcdef,http://www.google.com,foo@bar.com,19.75748827,107.3707744,4475,1352.973112,,true,,18
564,55,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,,1.62038672,,,3289.735537,,true,,0.9262821924
565,,,,https://www.kaggle.com,,-43.68479738,72.93410153,2635,9144.743854,,,,0.3069685398
566,,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,test1@test.com,-54.10927601,-67.85178184,2084,6509.372226,,false,,22
567,,,abcdef,http://www.google.com,test1@test.com,-16.24237447,56.77284517,6872,3307.18117,,false,,48
568,48,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,test1@test.com,,56.49468781,46,1240.774888,,true,,10
569,,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,,19.88548738,-30.23502216,2950,,,true,,0.04525120054
570,99,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,,-59.10892673,-29.87885616,1159,5238.511152,,false,PT,0.7240914675
571,62,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,foo@bar.com,83.09371837,-129.7851019,1295,8591.389024,,false,PT,0.2022444502
572,35,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,,-19.31685377,151.2518782,6517,2932.715141,,false,PT,2
573,,,abcdef,https://www.kaggle.com,test1@test.com,-63.01489726,37.50896904,4220,6258.056503,,true,PT,test-string
574,59,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,test1@test.com,-68.1399446,-62.06196088,2481,2572.587482,,true,PT,0.9289401209
575,,,abcdef,http://www.google.com,foo@bar.com,54.29332762,119.3194153,2217,9908.582786,,true,PT,0.4258914692
576,,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,,87.28714481,-53.16910704,,5190.279128,,true,PT,0.3469837724
577,,,,http://www.google.com,foo@bar.com,,-85.9222172,7474,8599.352161,,true,PT,
578,52,123e4567-e89b-12d3-a456-426655440000,,,foo@bar.com,,-7.885945313,5769,,,true,PT,48
579,95,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,foo@bar.com,4.857907524,125.5679129,7296,3778.897307,,true,PT,20
580,,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,foo@bar.com,62.36858003,115.7418471,4336,4020.084459,,false,PT,23
581,,,,http://www.google.com,test1@test.com,-45.13256987,71.5877463,6904,9340.164369,,,PT,44
582,,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,test1@test.com,59.03056307,122.2279972,3580,6355.933643,,true,PT,49
583,99,,abcdef,http://www.google.com,foo@bar.com,,-84.56627081,4537,9624.634592,,false,PT,0.1399725596
584,,,,https://www.kaggle.com,test1@test.com,-35.62117408,144.8926158,599,6559.774636,,true,PT,0.2922129523
585,,123e4567-e89b-12d3-a456-426655440000,abcdef,,foo@bar.com,-43.40683933,-150.3595259,4451,3292.879772,,false,PT,0.9924233507
586,69,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,test1@test.com,-34.41835032,-1.512713115,677,1847.796193,,true,PT,
587,,,abcdef,https://www.kaggle.com,foo@bar.com,-45.20546697,52.96786575,6423,,,false,PT,
588,,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,,-36.72160377,-28.87422068,4617,6369.1284,,false,PT,0.7228385476
589,63,,,https://www.kaggle.com,,-55.58370418,-134.1888058,7927,,,true,PT,0.2811617099
590,19,,,http://www.google.com,,,,8341,5552.683517,,,PT,17
591,15,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,foo@bar.com,39.47036297,55.65158149,4866,9757.971121,,true,,test-string
592,14,,abcdef,https://www.kaggle.com,test1@test.com,79.73305458,10.94655221,9049,4021.207751,,false,,43
593,,,,,foo@bar.com,42.38436947,80.46520638,4137,6965.598161,,false,,40
594,3,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,,65.73771984,-82.19755183,6182,6524.249514,,false,,test-string
595,43,,,https://www.kaggle.com,foo@bar.com,89.47843271,-168.2408268,9507,,,true,UA,0.5883980121
596,9,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,test1@test.com,-0.31312061,-124.0037611,2519,4663.60518,,false,,36
597,,,abcdef,https://www.kaggle.com,,,15.20683144,7841,8222.042675,,false,,0.4192558298
598,36,,abcdef,http://www.google.com,test1@test.com,-55.43169993,,571,1516.951789,,true,UA,test-string
599,66,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,test1@test.com,,156.7389941,4512,9989.249223,,true,UA,0.2792292417
600,,,abcdef,https://www.kaggle.com,foo@bar.com,,-144.4552678,8437,432.7584201,,,UA,0.9799487891
601,,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,test1@test.com,-54.90502911,46.71235943,,7544.234329,,true,UA,0.2165826458
602,34,,,https://www.kaggle.com,foo@bar.com,-21.65420573,,,7512.77414,,false,UA,
603,11,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,test1@test.com,32.30726861,-25.17590823,8140,2865.338774,,false,UA,test-string
604,,,,http://www.google.com,foo@bar.com,,-120.6245661,,,,,UA,42
605,76,,,,test1@test.com,39.24261576,62.39784633,8762,5987.030689,,,UA,test-string
606,25,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,foo@bar.com,-75.84931174,77.43942119,8966,5902.067197,,true,UA,test-string
607,,,abcdef,http://www.google.com,foo@bar.com,44.60375601,,,9428.434358,,false,UA,0.1050391783
608,,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,test1@test.com,-39.02793827,-128.0423667,3305,9754.688952,,false,UA,
609,,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,test1@test.com,53.57015563,,,4633.099492,,false,UA,39
610,35,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,test1@test.com,79.6393784,94.94709166,3895,3879.368582,,false,UA,0.3246298483
611,57,,abcdef,https://www.kaggle.com,test1@test.com,88.72356757,-50.46673263,1537,8832.338889,,false,UA,test-string
612,,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,foo@bar.com,-55.60156727,-33.16725718,800,9046.637955,,,,6
613,34,,,https://www.kaggle.com,foo@bar.com,-80.13279755,-64.25274673,8115,890.0760789,,false,,0.510158226
614,,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,test1@test.com,15.28078444,-117.8154091,189,9329.456422,,true,,11
615,,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,test1@test.com,-53.59040763,53.78501427,2010,2245.299121,,false,,31
616,,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,foo@bar.com,-33.3723244,,9672,5627.047666,,false,,9
617,,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,test1@test.com,-58.95146182,68.07686281,,6578.419721,,true,,8
618,,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,foo@bar.com,-48.21919014,-57.883902,1852,6226.569129,,false,,0.6999755712
619,12,,abcdef,https://www.kaggle.com,foo@bar.com,-21.11339364,-143.2978399,4476,5477.265604,,true,,0.2472001386
620,,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,foo@bar.com,,26.58308699,6802,1324.405757,,true,,15
621,43,,,https://www.kaggle.com,test1@test.com,-80.72150139,-33.75211866,9247,7727.459162,,false,,
622,29,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,test1@test.com,46.9001096,,4040,9608.269125,,false,,28
623,,,,,test1@test.com,,156.3704012,1289,9955.042461,,true,,0.1595494722
624,48,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,test1@test.com,-51.09629736,179.2884882,6601,8870.196397,,false,,0.4353528316
625,24,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,foo@bar.com,-17.40151806,,8516,,,true,,0.5430004371
626,91,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,foo@bar.com,-36.54535458,57.87374843,,2109.537718,,true,,0.5803234983
627,35,,,https://www.kaggle.com,foo@bar.com,-52.71107935,50.19149999,3405,7870.725897,,false,,25
628,2,,,http://www.google.com,foo@bar.com,-88.39698445,-82.44063571,3299,,,true,,test-string
629,67,,abcdef,http://www.google.com,foo@bar.com,-57.10765283,-40.39778458,5614,273.349946,,false,,17
630,76,,,https://www.kaggle.com,test1@test.com,-16.1449471,98.71193232,1628,6216.507576,,true,,test-string
631,,,,https://www.kaggle.com,foo@bar.com,47.31216976,-173.8882096,8298,1320.903643,,true,,
632,,,,http://www.google.com,test1@test.com,12.08647303,134.017293,7868,3089.773683,,false,,0.3741271678
633,10,,abcdef,http://www.google.com,,4.451308162,21.11219034,3881,863.3531259,,true,,7
634,42,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,test1@test.com,65.18037937,-74.62499247,9712,,,true,,0.541144794
635,,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,test1@test.com,-25.20427465,-66.74645348,1973,9630.414139,,false,,0.9583772474
636,,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,test1@test.com,48.45582676,156.7584793,7764,415.5492734,,true,,43
637,9,123e4567-e89b-12d3-a456-426655440000,,http://www.google.com,foo@bar.com,45.33307015,110.9179732,5080,7378.613833,,false,,0.2056993689
638,,,abcdef,https://www.kaggle.com,test1@test.com,-48.98530205,,8505,9533.577505,,false,,4
639,84,,abcdef,https://www.kaggle.com,foo@bar.com,4.011391725,,1050,2224.070882,,false,,0.1038814572
640,2,,abcdef,http://www.google.com,foo@bar.com,,-90.22691706,1596,3135.636648,,,,0.5221989835
641,33,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,test1@test.com,18.12203981,111.5592356,2913,8675.051638,,false,,37
642,,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,test1@test.com,-47.26227803,36.65337428,1345,901.3909077,,true,,5
643,,,abcdef,,foo@bar.com,65.91218784,-61.13369138,4964,426.0312461,,false,,
644,50,,,https://www.kaggle.com,foo@bar.com,-0.4795546524,116.2147663,5375,,,false,,0.3105205496
645,2,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,foo@bar.com,7.182152931,-24.9964559,4360,,,false,,0.7869846753
646,,,abcdef,https://www.kaggle.com,test1@test.com,-41.87902583,-28.15811342,3964,,,false,,test-string
647,,123e4567-e89b-12d3-a456-426655440000,abcdef,http://www.google.com,foo@bar.com,81.14200093,19.80507196,7984,596.5160653,,false,,
648,99,,abcdef,https://www.kaggle.com,foo@bar.com,,1.168974277,1580,1297.337722,,false,,7
649,,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,test1@test.com,-36.56362393,-128.2056232,3752,6789.650152,,true,,0.7810944645
650,40,123e4567-e89b-12d3-a456-426655440000,abcdef,https://www.kaggle.com,foo@bar.com,13.44426165,-125.8579188,2817,6876.679809,,true,,0.2652176062
651,5,,,https://www.kaggle.com,test1@test.com,74.11845756,-62.76207862,8869,9055.409832,,false,,46
652,29,,abcdef,https://www.kaggle.com,foo@bar.com,-88.42012893,-59.28079381,5600,2873.331481,,true,,38
653,31,,abcdef,http://www.google.com,test1@test.com,-59.69324506,-73.16288498,7578,1688.582779,,false,,0.1826490296
654,20,123e4567-e89b-12d3-a456-426655440000,,https://www.kaggle.com,,-1.628395729,92.13171197,2930,9814.708496,,false,,11
655,,,abcdef,https://www.kaggle.com,,33.53162409,,2884,4913.513365,,,,0.8511099632
