Date	Time	CO_GT	PT08.S1_CO	NMHC_GT	C6H6_GT	PT08.S2_NMHC	NOx_GT	PT08.S3_NOx	NO2_GT	PT08.S4_NO2	PT08.S5_O3	T	RH	AH
19/10/2004	08.00.00		1583		37,9	1726		404		2316	1818	15,8	71,7	1,2780
19/10/2004	09.00.00		1526		30,1	1552		441		2074	1802	16,6	68,4	1,2829
19/10/2004	10.00.00		1399		24,5	1416		485		1894	1671	17,6	64,9	1,2925
19/10/2004	11.00.00		1436		25,2	1435		479		1911	1710	18,3	63,8	1,3310
19/10/2004	12.00.00		1455		26,5	1468		474		1945	1746	19,4	61,1	1,3652
19/10/2004	13.00.00		1311		19,6	1286		544		1760	1495	20,9	58,1	1,4193
19/10/2004	14.00.00		1174		13,4	1097		640		1596	1203	22,0	54,0	1,4114
19/10/2004	15.00.00		1242		15,3	1158		602		1682	1252	22,8	53,0	1,4482
19/10/2004	16.00.00		1267		15,1	1151		593		1671	1528	21,7	57,6	1,4756
19/10/2004	17.00.00		1401		21,1	1326		530		1887	1629	21,3	60,8	1,5205
19/10/2004	18.00.00		1428		23,6	1393		490		1976	1608	21,2	61,7	1,5309
19/10/2004	19.00.00		1478		25,7	1447		474		2017	1664	21,2	62,2	1,5473
19/10/2004	20.00.00		1518		27,2	1483		454		2098	1666	20,8	65,1	1,5782
19/10/2004	21.00.00		1468		24,4	1415		470		1985	1594	19,9	69,0	1,5877
19/10/2004	22.00.00		1369		20,3	1305		513		1851	1421	18,8	73,7	1,5785
19/10/2004	23.00.00		1244		14,8	1141		571		1671	1337	19,2	71,3	1,5723
20/10/2004	00.00.00		1217		12,8	1077		603		1628	1270	19,0	71,6	1,5549
20/10/2004	01.00.00		1103		10,0	979		666		1520	1156	19,5	69,7	1,5596
20/10/2004	02.00.00		1118		9,3	951		675		1509	1124	19,4	70,1	1,5626
20/10/2004	03.00.00		1087		9,3	950		684		1519	1049	18,4	74,5	1,5634
20/10/2004	04.00.00		1069		8,8	931		688		1508	1044	18,7	73,4	1,5701
20/10/2004	05.00.00		1112		10,2	985		645		1544	1109	18,4	74,6	1,5631
20/10/2004	06.00.00		1196		13,1	1086		594		1659	1224	18,5	74,4	1,5661
20/10/2004	07.00.00		1522		26,1	1457		458		2043	1611	18,8	73,0	1,5737
20/10/2004	08.00.00		1715		37,9	1728		371		2376	2004	19,9	69,9	1,6036
20/10/2004	09.00.00		1582		26,2	1459		448		2036	1776	21,3	66,1	1,6556
20/10/2004	10.00.00		1494		23,1	1379		467		1965	1723	23,0	61,8	1,7135
20/10/2004	11.00.00		1631		26,0	1455		438		2027	1916	22,4	64,6	1,7271
20/10/2004	12.00.00		1650		28,1	1506		424		2093	1955	23,8	59,9	1,7376
20/10/2004	13.00.00		1640		28,0	1503		431		2094	1894	24,7	56,9	1,7472
20/10/2004	14.00.00		1589		24,6	1418		452		2015	1823	25,4	55,1	1,7610
20/10/2004	15.00.00		1538		22,4	1362		473		1924	1793	25,7	54,5	1,7684
20/10/2004	16.00.00	4,7	1597		30,9	1573	652	424	167	2307	1956	24,8	57,7	1,7765
20/10/2004	17.00.00	8	1884		43,7	1846	895	348	194	2595	2203	24,6	58,9	1,8005
20/10/2004	18.00.00	7,7	1835		40,0	1770	826	358	172	2474	2073	23,9	61,8	1,8088
20/10/2004	19.00.00	6,8	1759		35,9	1684	648	373	134	2378	1923	23,0	65,9	1,8319
20/10/2004	20.00.00	6	1666		30,1	1553	629	409	130	2170	1780	22,4	67,7	1,8161
20/10/2004	21.00.00	4,7	1506		22,3	1360	529	458	113	1944	1609	22,0	69,2	1,8061
20/10/2004	22.00.00	3,4	1378		17,7	1229	405	511	99	1820	1466	21,8	69,6	1,7900
20/10/2004	23.00.00	3,9	1448		19,5	1283	461	496	109	1877	1504	21,9	68,3	1,7699
21/10/2004	00.00.00	4,4	1481		22,3	1359	486	467	105	1957	1518	21,7	69,7	1,7872
21/10/2004	01.00.00	3,3	1289		15,4	1161	335	552	91	1765	1289	21,3	70,3	1,7574
21/10/2004	02.00.00	2	1109		9,3	951	210	664	77	1570	1076	20,8	71,7	1,7415
21/10/2004	03.00.00	1,5	994		6,0	812		784		1453	947	21,4	69,0	1,7421
21/10/2004	04.00.00		1015		6,6	839	99	754	59	1473	970	21,4	69,3	1,7515
21/10/2004	05.00.00	0,8	966		5,1	771	149	830	60	1420	900	21,3	69,5	1,7447
21/10/2004	06.00.00	1,3	1088		8,8	932	203	706	72	1565	1034	21,5	67,5	1,7080
21/10/2004	07.00.00	2,7	1303		16,6	1198	332	578	83	1791	1235	21,9	64,8	1,6830
21/10/2004	08.00.00	3,6	1440		24,3	1412	446	494	104	2016	1455	22,6	61,4	1,6645
21/10/2004	09.00.00	3,6	1392		20,6	1313	524	517	119	1866	1478	22,6	61,5	1,6636
21/10/2004	10.00.00	2,6	1248		15,6	1167	347	572	105	1704	1393	25,5	52,3	1,6796
21/10/2004	11.00.00	2	1197		12,2	1058	273	634	91	1626	1237	27,0	47,6	1,6700
21/10/2004	12.00.00	3,3	1357		17,7	1230	404	542	103	1834	1373	25,2	53,3	1,6834
21/10/2004	13.00.00	2,6	1263		14,8	1143		578		1736	1310	26,6	49,3	1,6872
21/10/2004	14.00.00	2,1	1261		15,0	1148	312	585	111	1733	1287	27,2	48,5	1,7172
21/10/2004	15.00.00	2,9	1382		16,7	1200	369	539	101	1807	1413	26,9	50,0	1,7507
21/10/2004	16.00.00	3	1400		17,7	1230	362	519	102	1864	1483	26,5	52,2	1,7769
21/10/2004	17.00.00	3,2	1443		20,9	1322	335	488	101	1933	1539	27,0	51,0	1,7936
21/10/2004	18.00.00	4,4	1630		28,7	1520	447	427	118	2166	1691	25,9	55,8	1,8347
21/10/2004	19.00.00	6	1720		34,8	1661	576	382	120	2403	1846	25,1	59,4	1,8632
21/10/2004	20.00.00	5	1600		27,5	1492	486	432	107	2160	1665	24,7	58,7	1,8001
21/10/2004	21.00.00	4,3	1525		24,9	1427	439	450	104	2085	1577	23,6	62,2	1,7863
21/10/2004	22.00.00	4,3	1544		24,2	1409	462	448	91	2048	1603	22,4	67,1	1,7940
21/10/2004	23.00.00	4,2	1455		22,2	1357	441	466	91	1964	1530	21,6	69,2	1,7630
22/10/2004	00.00.00	2,2	1203		13,2	1090	223	593	74	1655	1205	21,3	68,5	1,7164
22/10/2004	01.00.00	1,3	1038		7,9	895	126	714	63	1474	999	21,2	68,6	1,7046
22/10/2004	02.00.00	1	975		5,9	807	116	788	57	1423	904	20,3	70,6	1,6659
22/10/2004	03.00.00	0,7	917		4,1	714		870		1355	843	20,8	67,3	1,6353
22/10/2004	04.00.00		930		4,6	741	125	849	48	1392	843	19,6	71,3	1,6120
22/10/2004	05.00.00	0,9	960		5,8	804	198	802	49	1435	886	18,7	74,4	1,5861
22/10/2004	06.00.00	1	982		6,5	834	185	770	55	1435	911	19,8	69,2	1,5808
22/10/2004	07.00.00	2,8	1359		19,5	1282	425	541	78	1912	1319	19,8	69,4	1,5859
22/10/2004	08.00.00	4,1	1500		28,0	1503	465	437	91	2158	1927	20,4	66,7	1,5781
22/10/2004	09.00.00	2,9	1315		18,7	1261	341	535	88	1830	1554	22,3	60,6	1,6069
22/10/2004	10.00.00	2,7	1307		18,3	1248	316	525	83	1787	1565	22,6	59,9	1,6246
22/10/2004	11.00.00	2,1	1235		14,3	1125	241	574	81	1704	1462	24,5	54,5	1,6514
22/10/2004	12.00.00	2,4	1310		16,5	1194	266	538	83	1781	1487	24,4	55,4	1,6712
22/10/2004	13.00.00	3,8	1459		22,9	1375	412	467	111	2007	1690	26,0	51,9	1,7148
22/10/2004	14.00.00	3,7	1461		22,3	1358	394	474	112	2033	1603	26,8	49,1	1,7101
22/10/2004	15.00.00	3,7	1476		22,0	1352	365	474	112	1996	1568	26,4	49,8	1,6928
22/10/2004	16.00.00	5,5	1612		27,7	1496	548	429	137	2127	1743	26,9	48,6	1,7017
22/10/2004	17.00.00	5,4	1654		29,8	1546	494	435	152	2176	2007	26,2	48,9	1,6340
22/10/2004	18.00.00	8,4	1808		40,0	1771	686	373	163	2486	2235	24,3	54,3	1,6276
22/10/2004	19.00.00	6,8	1681		35,1	1666	556	397	135	2339	1998	23,3	58,1	1,6457
22/10/2004	20.00.00	4,5	1494		25,5	1443	467	454	119	2020	1795	22,3	62,5	1,6616
22/10/2004	21.00.00	2,5	1251		13,7	1107	297	579	91	1657	1407	21,3	66,1	1,6556
22/10/2004	22.00.00	1,6	1132		9,7	965	164	669	74	1502	1211	21,2	65,7	1,6319
22/10/2004	23.00.00	1,7	1158		9,8	970	196	664	73	1509	1202	20,3	68,1	1,6009
23/10/2004	00.00.00	1,7	1146		10,1	983	201	673	71	1518	1136	20,4	66,7	1,5830
23/10/2004	01.00.00	1,1	993		6,0	813	132	792	57	1413	946	19,9	67,5	1,5544
23/10/2004	02.00.00	1	989		6,0	814	146	800	51	1418	915	19,1	70,0	1,5331
23/10/2004	03.00.00	0,8	943		4,6	746		852		1374	864	19,3	68,1	1,5139
23/10/2004	04.00.00		910		4,0	712	94	872	42	1341	836	19,6	66,9	1,5125
23/10/2004	05.00.00	0,7	925		4,6	742	127	876	43	1381	842	18,1	72,1	1,4834
23/10/2004	06.00.00	1,2	1039		7,6	882	217	724	52	1473	1002	18,1	72,3	1,4927
23/10/2004	07.00.00	2,3	1208		13,6	1104	394	598	65	1699	1165	17,6	74,8	1,4910
23/10/2004	08.00.00	3	1268		16,0	1179	511	545	69	1753	1294	18,2	72,8	1,5048
23/10/2004	09.00.00	3,3	1353		18,9	1265	523	507	91	1833	1475	20,2	65,8	1,5374
23/10/2004	10.00.00	2,8	1317		15,7	1171	471	542	92	1727	1436	21,6	61,4	1,5696
23/10/2004	11.00.00	3	1356		16,2	1187	441	534	102	1738	1465	23,3	57,5	1,6169
23/10/2004	12.00.00	3,4	1414		19,4	1279	414	504	118	1854	1583	25,0	52,4	1,6356
23/10/2004	13.00.00	3	1326		16,9	1206	317	533	111	1785	1432	25,4	50,8	1,6275
23/10/2004	14.00.00	2,3	1211		12,5	1067	230	609	101	1608	1270	26,1	47,1	1,5724
23/10/2004	15.00.00	3,1	1324		15,8	1173	365	564	119	1749	1354	27,0	44,2	1,5490
23/10/2004	16.00.00	3	1324		16,0	1181	360	565	115	1747	1318	27,2	43,0	1,5246
23/10/2004	17.00.00	3,3	1361		16,3	1189	420	549	120	1776	1351	25,6	48,3	1,5641
23/10/2004	18.00.00	4	1475		21,0	1324	475	490	115	1925	1530	23,3	57,9	1,6376
23/10/2004	19.00.00	4,6	1537		23,1	1381	526	469	118	2016	1615	22,2	63,6	1,6763
23/10/2004	20.00.00	4,1	1413		17,7	1231	460	520	117	1853	1415	21,6	67,7	1,7228
23/10/2004	21.00.00	2,3	1229		12,2	1055	255	607	96	1668	1219	21,0	69,3	1,7058
23/10/2004	22.00.00	2,6	1297		14,6	1136	283	567	89	1725	1307	20,3	70,5	1,6599
23/10/2004	23.00.00	2,6	1302		13,1	1088	271	594	84	1639	1297	20,0	69,5	1,6109
24/10/2004	00.00.00	2,9	1347		15,5	1165	315	573	97	1741	1321	19,7	70,1	1,5891
24/10/2004	01.00.00	2,1	1165		11,8	1042	227	631	68	1621	1133	19,5	70,7	1,5851
24/10/2004	02.00.00	2,1	1155		10,9	1012	243	633	66	1577	1124	19,4	71,4	1,5959
24/10/2004	03.00.00	1,5	1050		8,4	916		696		1512	997	19,3	71,1	1,5746
24/10/2004	04.00.00		1035		7,0	855	142	731	51	1467	952	18,7	73,8	1,5704
24/10/2004	05.00.00	1,4	1057		8,6	925	139	684	48	1503	972	18,0	75,4	1,5441
24/10/2004	06.00.00	1,2	1029		7,5	880	182	709	47	1451	965	17,3	78,4	1,5320
24/10/2004	07.00.00	1,5	1037		8,1	902	196	704	48	1481	984	17,5	76,6	1,5174
24/10/2004	08.00.00	0,9	920		4,8	755	108	853	45	1359	880	20,0	66,7	1,5401
24/10/2004	09.00.00	1,4	1080		7,8	891	175	732	59	1477	1001	19,1	70,0	1,5366
24/10/2004	10.00.00	2,1	1152		9,7	966	266	661	84	1542	1137	21,4	61,7	1,5547
24/10/2004	11.00.00	1,6	1085		8,4	918	179	721	72	1467	1023	24,6	50,4	1,5363
24/10/2004	12.00.00	1,5	1071		7,6	882	154	745	68	1431	962	25,0	49,1	1,5295
24/10/2004	13.00.00	1,1	1000		5,9	807	95	811	52	1376	825	25,3	46,7	1,4874
24/10/2004	14.00.00	1,4	1058		7,4	875	151	756	70	1421	877	24,8	47,9	1,4819
24/10/2004	15.00.00	2	1184		10,1	983	230	667	90	1537	1046	25,3	48,0	1,5249
24/10/2004	16.00.00	2	1189		9,7	965	239	670	87	1533	1060	26,5	44,9	1,5278
24/10/2004	17.00.00	2,5	1277		11,8	1043	306	614	99	1631	1155	25,0	50,1	1,5630
24/10/2004	18.00.00	4,3	1482		20,3	1305	472	503	128	1874	1464	22,9	57,6	1,5885
24/10/2004	19.00.00	5,2	1555		24,3	1410	532	464	127	1971	2185	21,7	62,9	1,6117
24/10/2004	20.00.00	3,4	1324		15,6	1168	375	568	99	1716	1959	21,8	63,0	1,6190
24/10/2004	21.00.00	1,3	1015		7,3	869	147	747	72	1439	1375	21,2	63,4	1,5748
24/10/2004	22.00.00	1,2	1010		7,1	860	118	768	62	1450	1212	20,2	65,8	1,5350
24/10/2004	23.00.00	1,7	1081		9,0	938	181	697	62	1517	1273	18,4	71,5	1,5038
25/10/2004	00.00.00	1,7	1071		8,9	936	209	695	63	1516	1249	17,9	72,4	1,4758
25/10/2004	01.00.00	1,4	1014		7,2	864	167	745	56	1474	1097	16,9	75,4	1,4393
25/10/2004	02.00.00	0,9	891		4,4	735	112	878	44	1353	933	16,5	75,5	1,4056
25/10/2004	03.00.00	0,7	874		4,1	715		889		1315	858	15,4	79,0	1,3735
25/10/2004	04.00.00		882		4,3	729	108	875	37	1319	870	15,5	78,6	1,3700
25/10/2004	05.00.00	0,9	940		5,9	806	181	800	48	1392	1013	16,2	76,9	1,4029
25/10/2004	06.00.00	1,2	1020		7,2	866	253	749	59	1440	1087	15,8	79,6	1,4170
25/10/2004	07.00.00	3,2	1316		18,5	1253	521	527	77	1780	1566	16,0	76,3	1,3772
25/10/2004	08.00.00	4,4	1423		25,0	1429	649	467	88	1998	1631	16,3	74,3	1,3644
25/10/2004	09.00.00	3,5	1314		18,8	1262	516	531	111	1754	1564	18,7	66,3	1,4140
25/10/2004	10.00.00	3,2	1317		19,5	1283	487	518	114	1812	1601	20,5	60,2	1,4346
25/10/2004	11.00.00	3	1305		18,2	1245	529	524	108	1742	1539	19,3	66,2	1,4706
25/10/2004	12.00.00	3,5	1351		20,0	1298	565	498	111	1821	1577	20,0	63,9	1,4805
25/10/2004	13.00.00	4	1438		24,8	1425	558	451	126	1971	1732	21,4	59,4	1,4928
25/10/2004	14.00.00	3,8	1454		23,1	1380	568	457	117	1947	1672	21,5	60,9	1,5398
25/10/2004	15.00.00	4,2	1512		25,5	1441	605	432	119	2034	1744	21,6	60,9	1,5551
25/10/2004	16.00.00	5	1584		32,0	1597	666	392	125	2176	1845	21,6	62,0	1,5784
25/10/2004	17.00.00	7,9	1816		46,3	1897	814	330	158	2641	2164	21,7	61,9	1,5920
25/10/2004	18.00.00	8,4	1824		44,5	1862	860	340	149	2567	2106	21,0	64,9	1,5987
25/10/2004	19.00.00	8	1744		41,0	1793	820	352	136	2469	2007	20,0	68,6	1,5882
25/10/2004	20.00.00	6,4	1588		32,5	1610	742	400	112	2230	1791	19,3	71,4	1,5805
25/10/2004	21.00.00	3,5	1319		19,1	1273	492	511	87	1806	1444	18,5	73,4	1,5461
25/10/2004	22.00.00	3,5	1313		19,6	1285	464	505	82	1803	1373	17,7	75,6	1,5226
25/10/2004	23.00.00	1,9	1073		10,7	1005	258	661	67	1488	1110	18,5	70,4	1,4870
26/10/2004	00.00.00	2,2	1119		12,2	1056	311	624	68	1562	1099	17,0	76,1	1,4582
26/10/2004	01.00.00	1,6	989		8,0	900	231	737	60	1401	968	16,8	74,9	1,4258
26/10/2004	02.00.00	1	912		5,5	788	127	822	48	1331	847	15,5	78,5	1,3782
26/10/2004	03.00.00	1	904		5,5	787		820		1319	852	15,3	79,0	1,3605
26/10/2004	04.00.00		851		4,3	726	124	897	42	1277	799	15,0	77,9	1,3197
26/10/2004	05.00.00	0,9	902		5,9	809	138	835	46	1355	834	14,8	79,4	1,3312
26/10/2004	06.00.00	1,4	981		8,6	923	228	730	54	1425	956	15,7	77,0	1,3591
26/10/2004	07.00.00	3	1267		18,7	1260	383	572	82	1776	1259	16,2	75,9	1,3872
26/10/2004	08.00.00	4,5	1392		25,0	1429	581	469	93	1990	1494	16,3	75,9	1,3991
26/10/2004	09.00.00	3,8	1308		19,6	1285	545	522	95	1781	1458	17,7	70,6	1,4202
26/10/2004	10.00.00	3,4	1313		20,8	1318	593	511	120	1820	1491	18,3	67,6	1,4103
26/10/2004	11.00.00	3,5	1350		20,1	1299	602	518	132	1784	1560	20,1	62,0	1,4409
26/10/2004	12.00.00	4,4	1477		26,7	1471	624	455	146	2031	1750	22,6	54,5	1,4737
26/10/2004	13.00.00	4	1409		23,6	1393	546	484	157	1874	1709	24,6	47,1	1,4378
26/10/2004	14.00.00	4,5	1495		26,4	1465	597	451	158	2043	1786	24,9	48,3	1,4942
26/10/2004	15.00.00	5,3	1606		30,9	1573	688	419	175	2165	1900	24,9	50,0	1,5522
26/10/2004	16.00.00	5,8	1669		32,8	1615	760	404	166	2232	1963	24,0	55,0	1,6211
26/10/2004	17.00.00	8,4	1822		45,9	1890	918	347	187	2641	2161	23,2	58,7	1,6510
26/10/2004	18.00.00	9,5	1908		52,1	2007	952	325	180	2775	2372	22,5	61,5	1,6579
26/10/2004	19.00.00	6,2	1664		36,6	1699	685	385	134	2305	2062	22,2	61,0	1,6071
26/10/2004	20.00.00	5	1465		24,0	1404	561	468	127	1962	1736	22,6	58,3	1,5829
26/10/2004	21.00.00	2,1	1076		9,8	972	239	691	95	1506	1192	21,0	57,4	1,4098
26/10/2004	22.00.00	1,4	1055		7,9	895	175	758	79	1468	1043	19,8	63,7	1,4524
26/10/2004	23.00.00	1,6	1075		7,5	878	169	734	78	1495	948	17,7	78,8	1,5855
27/10/2004	00.00.00	2	1135		9,2	948	215	685	80	1569	992	17,6	80,5	1,6062
27/10/2004	01.00.00	1,2	998		5,7	799	115	786	67	1435	867	17,4	81,3	1,6066
27/10/2004	02.00.00	0,8	953		4,4	734	94	861	61	1401	825	17,4	81,0	1,6012
27/10/2004	03.00.00	0,6	926		3,9	708		874		1381	803	17,2	81,8	1,5856
27/10/2004	04.00.00		895		3,1	656	80	946	51	1343	786	17,0	81,0	1,5521
27/10/2004	05.00.00	0,7	967		5,1	767	132	833	56	1416	866	16,8	81,3	1,5447
27/10/2004	06.00.00	1,7	1164		10,5	997	295	641	68	1606	1113	17,6	78,8	1,5723
27/10/2004	07.00.00	3,4	1421		20,6	1313	517	502	101	1983	1384	18,0	75,7	1,5527
27/10/2004	08.00.00	4,9	1465		28,5	1515	555	454	119	2119	1516	18,0	74,8	1,5281
27/10/2004	09.00.00	2,7	1189		12,7	1075	429	614	108	1652	1222	18,2	74,0	1,5343
27/10/2004	10.00.00	3,2	1278		16,1	1182	561	585	132	1734	1354	19,7	65,4	1,4854
27/10/2004	11.00.00	2,7	1169		14,9	1144	427	611	130	1666	1291	21,0	57,9	1,4267
27/10/2004	12.00.00	3,2	1214		16,8	1203	445	580	129	1739	1308	20,7	58,6	1,4142
27/10/2004	13.00.00	4,1	1351		21,8	1345	538	502	117	1923	1420	19,5	67,1	1,5060
27/10/2004	14.00.00	3,6	1340		18,6	1256	556	537	119	1842	1297	18,5	76,2	1,6045
27/10/2004	15.00.00	2,8	1157		14,5	1131	370	623	113	1675	1157	19,6	69,7	1,5675
27/10/2004	16.00.00	2,1	1118		13,4	1096	257	647	102	1649	1130	19,9	65,3	1,5066
27/10/2004	17.00.00	2,4	1150		15,8	1173	266	608	101	1711	1195	20,0	63,3	1,4622
27/10/2004	18.00.00	3,6	1247		20,7	1315	403	544	116	1874	1341	19,2	66,4	1,4592
27/10/2004	19.00.00	2,6	1194		16,6	1198	275	587	101	1732	1228	19,3	67,5	1,4977
27/10/2004	20.00.00	2,8	1184		15,3	1157	338	586	94	1685	1273	18,2	71,4	1,4776
27/10/2004	21.00.00	1,4	990		8,0	898	176	748	75	1442	1006	17,8	71,2	1,4396
27/10/2004	22.00.00	1,1	933		5,8	803	159	842	69	1369	898	17,6	69,9	1,3969
27/10/2004	23.00.00	1,3	968		7,0	858	147	796	60	1388	894	16,0	75,9	1,3721
28/10/2004	00.00.00	0,9	861		4,5	735	99	925	58	1287	789	16,9	72,0	1,3749
28/10/2004	01.00.00	1	904		5,2	774	98	878	51	1329	805	15,7	76,3	1,3519
28/10/2004	02.00.00	0,9	866		4,4	734	109	899	45	1299	770	14,8	78,7	1,3169
28/10/2004	03.00.00	0,7	881		4,2	724		913		1277	776	14,8	79,7	1,3286
28/10/2004	04.00.00		838		3,8	700	112	936	41	1268	744	14,6	79,9	1,3156
28/10/2004	05.00.00	0,8	905		5,2	776	163	851	48	1327	825	15,2	78,0	1,3382
28/10/2004	06.00.00	1,6	1055		10,0	977	326	703	61	1506	1013	15,5	77,2	1,3502
28/10/2004	07.00.00	3,4	1328		20,0	1296	640	527	88	1829	1341	15,7	76,4	1,3558
28/10/2004	08.00.00	4,4	1401		25,8	1449	736	477	102	1969	1528	16,0	76,4	1,3751
28/10/2004	09.00.00	3,5	1291		20,0	1296	667	529	97	1752	1432	16,7	73,8	1,3886
28/10/2004	10.00.00	3,4	1316		20,6	1314	677	526	116	1780	1499	18,6	66,3	1,4047
28/10/2004	11.00.00	2,4	1116		12,2	1057	425	639	112	1532	1236	20,4	58,1	1,3762
28/10/2004	12.00.00	2,3	1139		13,1	1088	349	625	101	1580	1180	20,6	57,3	1,3792
28/10/2004	13.00.00	2,6	1165		14,5	1131	332	609	99	1640	1196	21,6	53,6	1,3669
28/10/2004	14.00.00	2,9	1260		17,5	1224	412	571	113	1731	1301	21,4	55,6	1,4015
28/10/2004	15.00.00	4,4	1475		25,9	1451	631	455	122	1991	1646	20,7	63,0	1,5204
28/10/2004	16.00.00	5	1521		26,6	1470	677	446	139	1977	1720	21,3	61,9	1,5463
28/10/2004	17.00.00	6,5	1633		35,3	1671	761	398	149	2271	1852	20,8	64,0	1,5522
28/10/2004	18.00.00	5,9	1463		28,2	1508	650	468	136	2092	1670	20,3	66,7	1,5656
28/10/2004	19.00.00	2,7	1140		14,2	1122	262	619	103	1602	1208	19,7	64,5	1,4594
28/10/2004	20.00.00	2,5	1147		12,4	1065	292	651	112	1562	1160	19,4	64,0	1,4282
28/10/2004	21.00.00	1,5	988		6,6	839	177	805	88	1382	937	20,1	60,8	1,4152
28/10/2004	22.00.00	1	924		4,8	754	103	890	63	1327	783	20,4	60,4	1,4263
28/10/2004	23.00.00	1,2	950		5,4	782	127	862	69	1331	807	20,1	62,6	1,4543
29/10/2004	00.00.00	1	926		4,3	727	119	925	65	1326	729	19,9	64,9	1,4905
29/10/2004	01.00.00	0,8	879		2,9	645	83	1023	50	1288	612	18,2	74,7	1,5441
29/10/2004	02.00.00	0,6	864		2,5	621	65	1073	43	1286	574	18,4	73,8	1,5463
29/10/2004	03.00.00	0,6	868		2,2	596		1092		1276	579	18,7	73,5	1,5664
29/10/2004	04.00.00		894		2,7	636	84	1010	56	1308	687	18,2	76,6	1,5907
29/10/2004	05.00.00	1,1	1009		6,1	816	200	799	69	1430	856	18,5	76,4	1,6112
29/10/2004	06.00.00	1,3	1069		7,7	889	242	738	91	1469	976	19,3	71,6	1,5844
29/10/2004	07.00.00	2,9	1311		15,9	1178	366	574	111	1769	1208	20,2	66,9	1,5643
29/10/2004	08.00.00	3,7	1370		22,8	1372	404	485	124	1945	1400	20,8	64,7	1,5692
29/10/2004	09.00.00	3	1246		16,6	1197	429	566	119	1746	1278	21,9	61,8	1,6021
29/10/2004	10.00.00	1,4	1039		8,4	917	169	735	77	1467	934	23,5	57,7	1,6515
29/10/2004	11.00.00	2,6	1296		13,9	1113	419	604	101	1736	1073	19,8	81,0	1,8538
29/10/2004	12.00.00	4,2	1523		24,9	1428	603	458	116	2114	1363	20,2	86,5	2,0224
29/10/2004	13.00.00	5,1	1424		22,4	1361	589	484	137	1983	1346	20,2	82,2	1,9184
29/10/2004	14.00.00	5,5	1513		26,1	1457	706	463	163	2125	1393	19,7	82,2	1,8669
29/10/2004	15.00.00	4,5	1338		18,1	1244	592	558	144	1847	1255	20,2	79,1	1,8500
29/10/2004	16.00.00	2,7	1214		13,9	1113	305	616	118	1664	1213	20,1	75,4	1,7510
29/10/2004	17.00.00	3,1	1290		18,5	1253	371	550	135	1807	1332	20,2	72,3	1,6893
29/10/2004	18.00.00	4,2	1353		20,9	1323	465	519	129	1860	1430	20,0	73,3	1,6930
29/10/2004	19.00.00	3,1	1130		12,9	1082	390	647	128	1591	1102	18,3	74,9	1,5583
29/10/2004	20.00.00	1,7	969		6,7	843	227	828	103	1375	895	18,9	70,4	1,5259
29/10/2004	21.00.00	1,8	1038		7,0	856	284	801	116	1415	905	17,3	76,3	1,4919
29/10/2004	22.00.00	1,7	1020		7,3	869	211	793	95	1410	869	17,1	77,9	1,5081
29/10/2004	23.00.00	2,1	1097		9,1	944	297	716	107	1489	982	17,3	79,3	1,5569
30/10/2004	00.00.00	2,4	1123		9,9	973	351	690	108	1520	999	17,3	79,9	1,5643
30/10/2004	01.00.00	1,8	1023		6,9	851	259	782	94	1413	881	16,9	80,6	1,5372
30/10/2004	02.00.00	1,5	1015		6,5	833	214	786	84	1400	868	16,9	81,4	1,5510
30/10/2004	03.00.00	1,4	979		5,9	805		809		1383	843	16,8	81,5	1,5418
30/10/2004	04.00.00		931		5,4	784	173	826	72	1372	833	16,9	79,8	1,5238
30/10/2004	05.00.00	1	922		5,4	783	192	857	76	1367	825	16,7	79,7	1,5030
30/10/2004	06.00.00	1,4	989		7,8	891	237	762	82	1453	901	16,8	79,0	1,4978
30/10/2004	07.00.00	2,4	1149		13,6	1103	413	622	94	1662	1090	16,8	79,8	1,5115
30/10/2004	08.00.00	3,1	1202		15,4	1160	455	585	102	1723	1165	16,9	79,9	1,5253
30/10/2004	09.00.00	3	1206		14,4	1131	493	592	106	1675	1201	17,4	79,3	1,5593
30/10/2004	10.00.00	2,7	1224		14,3	1126	482	596	108	1656	1231	18,0	76,6	1,5706
30/10/2004	11.00.00	4	1371		20,3	1305	599	521	152	1845	1461	21,2	64,4	1,6015
30/10/2004	12.00.00	3,7	1327		18,7	1259	481	539	160	1826	1434	22,4	60,8	1,6261
30/10/2004	13.00.00	3,4	1301		17,3	1218	406	553	133	1806	1399	22,6	61,1	1,6596
30/10/2004	14.00.00	3,4	1301		16,9	1208	419	560	147	1781	1417	23,6	57,3	1,6450
30/10/2004	15.00.00	3,2	1314		16,4	1191	387	564	135	1777	1395	23,5	58,3	1,6640
30/10/2004	16.00.00	3,9	1394		19,1	1272	461	526	135	1869	1442	22,9	61,6	1,7014
30/10/2004	17.00.00	3,7	1385		18,7	1260	493	528	129	1850	1425	22,3	64,3	1,7055
30/10/2004	18.00.00	4,3	1440		22,4	1362	532	486	117	1968	1496	21,6	68,0	1,7305
30/10/2004	19.00.00	4,9	1493		25,3	1437	581	470	116	2015	1551	21,2	67,4	1,6755
30/10/2004	20.00.00	4	1319		17,7	1230	494	551	109	1785	1381	20,8	65,8	1,6001
30/10/2004	21.00.00	2,8	1187		13,8	1110	392	612	96	1658	1229	20,4	64,8	1,5379
30/10/2004	22.00.00	2,4	1119		10,2	984	311	688	90	1539	1082	20,1	66,7	1,5548
